147.6	52471
147.7	52517.2
147.8	52563.4
147.9	52609.6
148	52656
148.1	52702.4
148.2	52749
148.3	52795.6
148.4	52842.2
148.5	52889
148.6	52935.8
148.7	52982.8
148.8	53029.8
148.9	53076.8
149	53124
149.1	53171.2
149.2	53218.6
149.3	53266
149.4	53313.4
149.5	53361
149.6	53408.6
149.7	53456.4
149.8	53504.2
149.9	53552
150	53600
150.1	53576
150.2	53552.2
150.3	53528.4
150.4	53504.6
150.5	53481
150.6	53457.4
150.7	53434
150.8	53410.6
150.9	53387.2
151	53364
151.1	53340.8
151.2	53317.8
151.3	53294.8
151.4	53271.8
151.5	53249
151.6	53226.2
151.7	53203.6
151.8	53181
151.9	53158.4
152	53136
152.1	53113.6
152.2	53091.4
152.3	53069.2
152.4	53047
152.5	53025
152.6	53003
152.7	52981.2
152.8	52959.4
152.9	52937.6
153	52916
153.1	52894.4
153.2	52873
153.3	52851.6
153.4	52830.2
153.5	52809
153.6	52787.8
153.7	52766.8
153.8	52745.8
153.9	52724.8
154	52704
154.1	52683.2
154.2	52662.6
154.3	52642
154.4	52621.4
154.5	52601
154.6	52580.6
154.7	52560.4
154.8	52540.2
154.9	52520
155	52500
155.1	52480
155.2	52460.2
155.3	52440.4
155.4	52420.6
155.5	52401
155.6	52381.4
155.7	52362
155.8	52342.6
155.9	52323.2
156	52304
156.1	52284.8
156.2	52265.8
156.3	52246.8
156.4	52227.8
156.5	52209
156.6	52190.2
156.7	52171.6
156.8	52153
156.9	52134.4
157	52116
157.1	52097.6
157.2	52079.4
157.3	52061.2
157.4	52043
157.5	52025
157.6	52007
157.7	51989.2
157.8	51971.4
157.9	51953.6
158	51936
158.1	51918.4
158.2	51901
158.3	51883.6
158.4	51866.2
158.5	51849
158.6	51831.8
158.7	51814.8
158.8	51797.8
158.9	51780.8
159	51764
159.1	51747.2
159.2	51730.6
159.3	51714
159.4	51697.4
159.5	51681
159.6	51664.6
159.7	51648.4
159.8	51632.2
159.9	51616
160	51600
160.1	51584
160.2	51568.2
160.3	51552.4
160.4	51536.6
160.5	51521
160.6	51505.4
160.7	51490
160.8	51474.6
160.9	51459.2
161	51444
161.1	51428.8
161.2	51413.8
161.3	51398.8
161.4	51383.8
161.5	51369
161.6	51354.2
161.7	51339.6
161.8	51325
161.9	51310.4
162	51296
162.1	51281.6
162.2	51267.4
162.3	51253.2
162.4	51239
162.5	51225
162.6	51211
162.7	51197.2
162.8	51183.4
162.9	51169.6
163	51156
163.1	51142.4
163.2	51129
163.3	51115.6
163.4	51102.2
163.5	51089
163.6	51075.8
163.7	51062.8
163.8	51049.8
163.9	51036.8
164	51024
164.1	51011.2
164.2	50998.6
164.3	50986
164.4	50973.4
164.5	50961
164.6	50948.6
164.7	50936.4
164.8	50924.2
164.9	50912
165	50900
165.1	50888
165.2	50876.2
165.3	50864.4
165.4	50852.6
165.5	50841
165.6	50829.4
165.7	50818
165.8	50806.6
165.9	50795.2
166	50784
166.1	50772.8
166.2	50761.8
166.3	50750.8
166.4	50739.8
166.5	50729
166.6	50718.2
166.7	50707.6
166.8	50697
166.9	50686.4
167	50676
167.1	50665.6
167.2	50655.4
167.3	50645.2
167.4	50635
167.5	50625
167.6	50615
167.7	50605.2
167.8	50595.4
167.9	50585.6
168	50576
168.1	50566.4
168.2	50557
168.3	50547.6
168.4	50538.2
168.5	50529
168.6	50519.8
168.7	50510.8
168.8	50501.8
168.9	50492.8
169	50484
169.1	50475.2
169.2	50466.6
169.3	50458
169.4	50449.4
169.5	50441
169.6	50432.6
169.7	50424.4
169.8	50416.2
169.9	50408
170	50400
170.1	50392
170.2	50384.2
170.3	50376.4
170.4	50368.6
170.5	50361
170.6	50353.4
170.7	50346
170.8	50338.6
170.9	50331.2
171	50324
171.1	50316.8
171.2	50309.8
171.3	50302.8
171.4	50295.8
171.5	50289
171.6	50282.2
171.7	50275.6
171.8	50269
171.9	50262.4
172	50256
172.1	50249.6
172.2	50243.4
172.3	50237.2
172.4	50231
172.5	50225
172.6	50219
172.7	50213.2
172.8	50207.4
172.9	50201.6
173	50196
173.1	50190.4
173.2	50185
